Filename,Config,OCR_module,LLM_model,Accuracy,Precision,Recall,F1_Score,PP_Time,OCR_Time,LLM_Time,Time
peru21#2020-09-12#09,39,nanonets,phi4,0.08333333333333333,1.0,0.08333333333333333,0.15384615384615385,0.04170393943786621,5.146141529083252,8.990346670150757,14.178192138671875
peru21#2018-06-02#01,28,rolmocr,phi4,0.25,1.0,0.25,0.4,0.024954557418823242,58.331698179244995,14.358490228652954,72.71514296531677
publimetro#2016-10-13#01,29,nanonets,phi4,0.2777777777777778,1.0,0.2777777777777778,0.43478260869565216,0.018632173538208008,20.425615072250366,24.288745880126953,44.73299312591553
publimetro#2016-10-13#01,27,nanonets,phi4,0.1111111111111111,1.0,0.1111111111111111,0.2,0.018105030059814453,21.088334560394287,11.232632160186768,32.33907175064087
trome#2020-03-13#04,16,rolmocr,phi4,0.0,0.0,0.0,0.0,0.11086893081665039,35.22442269325256,4.095608949661255,39.43090057373047
peru21#2020-09-12#09,29,nanonets,phi4,0.0,0.0,0.0,0.0,0.01694321632385254,7.2710816860198975,21.599589109420776,28.887614011764526
ojo#2020-11-10#07,13,nanonets,phi4,0.0,0.0,0.0,0.0,25.496960401535034,33.099276065826416,25.38101625442505,83.9772527217865
peru21#2020-09-12#09,17,nanonets,phi4,0.0,0.0,0.0,0.0,0.05520367622375488,78.56401991844177,35.081077575683594,113.70030117034912
trome#2021-03-02#02,30,nanonets,phi4,0.047619047619047616,1.0,0.047619047619047616,0.09090909090909091,0.017505407333374023,199.24099016189575,8.314277648925781,207.5727732181549
publimetro#2016-10-13#01,14,nanonets,phi4,0.0,0.0,0.0,0.0,155.26401042938232,13.470409393310547,37.076228618621826,205.8106484413147
ojo#2015-04-01#01,10,rolmocr,phi4,0.4,1.0,0.4,0.5714285714285714,0.009824752807617188,62.19250011444092,16.53171443939209,78.73403930664062
peru21#2013-08-07#01,13,olmocr,phi4,0.06666666666666667,1.0,0.06666666666666667,0.125,29.467679500579834,0.0,0.0,29.467679500579834
publimetro#2014-06-11#06,8,nanonets,phi4,0.0,0.0,0.0,0.0,0.04566621780395508,51.693615674972534,11.414861917495728,63.15414381027222
ojo#2020-11-10#07,34,olmocr,phi4,0.0,0.0,0.0,0.0,0.11797928810119629,0.0,0.0,0.11797928810119629
ojo#2019-06-01#01,32,nanonets,phi4,0.1111111111111111,1.0,0.1111111111111111,0.2,154.03938221931458,16.178253173828125,12.578770875930786,182.7964062690735
publimetro#2019-10-04#08,19,nanonets,phi4,0.47619047619047616,1.0,0.47619047619047616,0.6451612903225806,0.0062198638916015625,75.13718295097351,34.510974645614624,109.65437746047974
peru21#2020-09-12#09,14,olmocr,phi4,0.0,0.0,0.0,0.0,147.65086388587952,0.0,0.0,147.65086388587952
publimetro#2019-10-04#08,7,nanonets,phi4,0.0,0.0,0.0,0.0,0.10382580757141113,18.330968856811523,10.176321983337402,28.611116647720337
trome#2019-08-28#01,10,olmocr,phi4,0.0,0.0,0.0,0.0,0.00457000732421875,0.0,0.0,0.00457000732421875
